lead_time,order_volume,weather_index,supplier_reliability,disruption_status
8.9,5646,0.87,0.39,1
19.5,3542,0.27,0.5,0
19.3,2811,0.08,0.33,0
16.7,1391,0.66,0.66,0
15.8,5474,0.65,1.0,0
22.8,9692,0.09,0.03,1
14.0,2755,0.32,0.9,0
8.1,6613,0.99,0.0,1
16.2,7494,0.68,0.36,1
24.4,804,0.73,0.17,1
8.9,925,0.21,0.76,0
12.2,9296,0.08,0.05,1
16.1,476,0.28,0.55,0
13.7,1072,0.25,0.29,1
9.1,4313,0.23,0.13,1
19.6,543,0.19,0.77,0
25.6,7619,0.57,0.22,1
15.0,854,0.33,0.22,1
9.5,4835,0.82,0.28,1
6.3,5496,0.18,0.59,0
15.3,3565,0.46,0.66,0
19.5,2811,0.01,0.02,1
16.4,2507,0.48,0.24,1
14.0,8914,0.06,0.43,0
11.1,5688,0.98,0.33,1
8.5,6204,0.79,0.88,0
18.2,5847,0.49,0.79,0
18.6,1823,0.09,0.63,0
6.3,7324,0.59,0.34,1
21.9,2019,0.76,0.7,1
16.9,1018,0.19,0.84,0
21.0,4315,0.57,0.59,1
7.3,681,0.81,0.78,0
7.2,3981,0.77,0.75,1
13.3,9978,0.8,0.57,0
16.5,4009,0.88,0.31,1
23.0,2099,0.94,0.75,0
17.5,500,0.41,0.21,1
12.8,3748,0.57,0.78,0
8.9,5545,0.79,0.8,1
20.2,2728,0.7,0.82,1
9.2,1756,1.0,0.47,1
22.1,720,0.01,0.19,1
12.6,346,0.36,0.1,1
22.0,5312,0.28,0.74,0
17.4,3439,0.26,0.89,0
13.3,6858,0.22,0.65,0
11.4,7186,0.71,0.14,1
12.3,3110,0.08,0.93,0
16.1,4819,0.74,0.99,0
14.4,2468,0.69,0.43,1
11.0,1939,0.25,0.59,0
13.2,3003,0.25,0.78,0
14.4,6305,0.63,0.74,0
3.4,4495,0.76,0.97,0
16.3,5867,0.88,0.11,1
9.1,3791,0.85,0.58,1
8.2,7570,0.96,0.69,1
5.6,3941,0.58,0.89,0
5.0,4448,0.91,0.87,0
7.2,6721,0.81,0.98,0
10.5,1492,0.89,0.51,0
23.8,6160,0.01,0.83,0
11.4,4355,0.97,0.43,0
14.9,4400,0.47,0.42,0
16.0,3438,0.8,0.25,1
14.7,5587,0.13,0.82,0
13.6,3614,0.4,0.99,0
8.0,859,0.27,0.26,1
21.3,8721,0.29,0.06,1
23.0,6893,0.12,0.82,0
5.6,2559,0.81,0.62,1
8.9,5373,0.01,0.96,0
12.6,1818,0.31,0.25,1
9.2,9557,0.17,0.07,1
16.5,5523,0.59,0.49,0
10.4,1408,0.25,0.09,1
24.8,1150,0.26,0.26,1
20.0,5579,0.49,0.13,1
15.1,2349,0.65,0.22,1
19.1,2909,0.12,0.11,1
19.5,3021,0.18,0.95,0
11.2,4776,0.25,0.28,1
9.9,4141,0.97,0.44,1
14.4,2517,0.4,0.9,0
18.3,632,0.6,0.68,0
14.7,9190,0.24,0.62,0
6.1,8267,0.49,0.71,0
10.0,1569,0.07,0.83,0
13.6,9544,0.03,0.88,0
13.6,7392,0.47,0.64,0
23.9,9061,0.4,0.89,0
7.1,9125,0.14,0.54,0
16.5,7242,0.69,0.28,1
21.4,6100,0.99,0.88,0
25.4,7181,0.4,0.54,1
12.0,4749,0.62,0.91,0
16.5,7031,0.96,0.04,1
16.8,3524,0.83,0.4,1
15.0,1191,0.46,0.95,0
13.5,9488,0.74,0.25,1
16.2,9952,0.13,0.94,0
1.3,7949,0.51,0.95,0
17.4,4754,0.28,0.88,0
14.6,360,0.16,0.56,0
12.9,6036,0.43,0.65,0
24.2,9477,0.13,0.87,0
10.6,4470,0.7,0.78,1
12.0,4401,0.46,0.63,1
24.0,7307,0.53,0.98,0
9.8,5919,0.15,0.69,0
11.2,9158,0.14,0.98,0
13.3,192,0.58,0.06,1
18.2,5261,0.99,0.14,1
15.0,7732,0.1,0.45,0
7.5,9643,0.29,0.38,0
11.3,6308,0.87,0.78,0
11.0,8656,0.07,0.16,0
13.6,5016,0.88,0.98,0
16.1,3818,0.52,0.32,1
16.1,6225,0.41,0.43,1
5.1,2024,0.31,0.27,0
19.3,3195,0.3,0.58,1
15.3,6783,0.31,0.06,1
20.9,5281,0.88,0.15,1
16.2,2638,0.72,0.75,1
19.5,9588,0.67,0.19,1
16.3,2376,0.8,0.24,1
20.7,8294,0.26,0.79,0
16.6,1010,0.62,0.09,1
13.5,406,0.46,0.44,1
25.4,6675,0.78,0.02,1
18.4,4331,0.31,0.35,0
16.9,6128,0.64,0.7,0
7.6,6758,0.88,0.09,1
7.6,6436,0.4,0.89,0
15.5,9730,0.07,0.91,0
14.7,972,0.52,0.1,1
10.9,1241,0.35,0.99,0
14.7,765,0.67,0.3,0
21.9,8500,0.95,0.08,1
17.5,1051,0.49,0.01,1
8.3,9349,0.47,0.41,1
13.4,4822,0.65,0.63,0
10.0,4108,0.1,0.33,0
12.1,6755,0.25,0.84,0
11.9,6290,0.92,0.72,1
11.6,871,0.67,0.35,1
7.7,4130,0.01,0.73,0
13.4,7959,0.2,0.94,0
11.2,621,0.68,0.09,1
-0.6,3455,0.76,0.31,1
24.3,1500,0.84,0.46,1
19.4,3823,0.29,0.5,0
12.1,6679,0.93,0.54,1
14.1,3347,0.55,0.3,1
8.1,1958,0.7,0.67,1
22.5,4881,0.6,0.65,1
23.5,4164,0.12,0.58,0
14.8,2498,0.96,0.11,1
19.1,242,0.12,0.48,0
14.9,5162,0.25,0.36,0
7.3,3569,0.81,0.49,1
11.9,3795,0.62,0.92,0
14.7,817,0.84,0.48,1
11.7,742,0.52,0.01,1
12.9,2648,0.38,0.44,1
13.5,8661,0.92,0.82,0
13.6,3750,0.04,0.78,0
14.3,7649,0.86,0.51,1
8.7,9078,0.23,0.25,1
10.4,1049,0.85,0.47,1
7.6,5544,0.14,0.56,0
18.9,621,0.58,1.0,0
3.5,6732,0.89,0.64,1
19.8,6148,0.47,0.69,0
20.9,454,0.75,0.49,1
12.5,1582,0.8,0.35,1
1.0,9939,0.74,0.81,0
12.2,7094,0.93,0.49,1
13.7,2315,0.45,0.99,0
8.9,4816,0.17,0.46,0
11.4,8719,0.05,0.07,1
21.7,5921,0.25,0.68,0
17.3,2637,0.14,0.05,1
9.4,6439,0.56,0.25,1
6.0,8836,0.18,0.35,0
12.4,5019,0.04,0.74,0
12.9,7175,0.04,0.49,0
16.5,3865,0.83,0.03,1
11.3,8950,0.59,0.62,0
16.6,7182,0.36,0.41,0
23.7,2927,0.89,0.92,0
18.1,2158,0.07,0.5,0
13.8,7849,0.98,0.71,1
13.1,830,0.62,0.22,1
12.2,1932,0.18,0.76,0
19.9,8700,0.68,0.72,0
10.9,6605,0.76,0.9,0
14.2,7270,0.43,0.03,1
14.3,4279,0.86,0.45,1
11.5,6399,0.15,0.68,0
7.1,7930,0.28,0.1,1
15.6,4902,0.09,0.41,0
13.7,6157,0.21,0.94,0
16.5,6715,0.24,0.44,0
11.3,6862,0.92,0.99,0
20.1,5643,0.08,0.06,0
9.6,8425,0.43,0.72,0
22.6,4983,0.53,0.58,0
5.3,7150,0.9,0.5,1
16.2,5059,1.0,0.97,0
16.4,766,0.75,0.13,1
10.0,376,0.97,0.9,1
16.1,981,0.79,0.69,1
20.4,2160,0.96,0.26,1
2.9,2182,0.71,0.9,1
16.5,6802,0.08,0.43,0
1.5,9529,0.4,0.81,0
9.2,258,0.65,0.39,1
22.1,5329,0.35,0.85,0
11.1,8056,0.27,0.64,0
8.1,7614,0.58,0.14,1
13.0,7903,0.93,0.65,0
24.3,2626,0.03,0.19,1
4.8,8402,0.77,0.41,1
8.7,7903,0.72,0.17,1
21.5,6674,0.96,0.02,1
23.3,8833,0.93,0.21,1
13.5,1238,0.76,0.54,1
7.8,7357,0.52,0.48,0
24.5,3383,0.2,0.5,0
22.0,7862,0.55,0.25,1
17.4,7996,0.77,0.69,1
9.9,2519,0.9,0.7,1
13.8,1856,0.79,0.36,1
13.2,2406,0.2,0.88,0
15.7,7730,0.6,0.64,0
21.3,6363,0.33,0.71,0
18.4,9267,0.01,0.28,0
8.6,5108,0.2,0.0,1
20.9,5347,0.11,0.87,0
15.6,9014,0.84,0.82,1
17.4,2670,0.26,0.12,1
21.3,5907,0.28,0.37,0
8.4,7912,0.96,0.66,1
13.8,424,0.38,0.65,0
11.3,7587,0.01,0.86,0
6.2,9821,0.28,0.14,1
15.7,5745,0.12,0.43,0
26.6,2045,0.1,0.1,0
4.8,4586,0.08,0.39,0
13.8,2530,0.59,0.02,1
17.2,3610,0.19,0.9,0
14.6,945,0.36,0.53,0
13.4,667,0.86,0.85,0
7.5,2279,0.42,0.06,1
15.2,2119,0.92,0.23,1
10.2,3419,0.5,0.26,1
3.1,2420,0.4,0.39,1
20.0,1746,0.75,0.8,1
18.8,4009,0.07,0.39,0
14.3,8115,0.09,0.2,0
15.1,3520,0.65,0.06,1
19.4,456,0.49,0.08,1
15.1,7585,0.79,0.76,0
18.5,3181,0.92,0.44,1
12.5,2380,0.39,0.73,0
20.6,4231,0.6,0.68,0
15.6,5223,0.5,0.14,1
15.0,7522,0.98,0.14,1
7.6,2887,0.83,0.76,1
15.4,4309,0.91,0.72,1
9.8,6640,0.25,0.38,1
10.8,9489,0.77,0.08,1
9.9,9570,0.27,0.01,1
8.7,565,0.21,0.29,1
24.6,1587,0.94,0.01,1
20.7,5042,0.02,0.23,0
23.6,4697,0.97,0.42,1
7.9,4636,0.15,0.12,1
14.4,425,0.82,0.1,1
7.5,4262,0.28,0.9,0
10.5,403,0.35,0.59,0
9.4,5167,0.22,0.93,0
20.2,5124,0.59,0.35,1
12.0,7815,0.35,0.68,0
19.3,9732,0.66,0.2,1
17.0,8440,0.02,0.62,0
25.5,2731,0.06,0.13,1
6.6,6491,0.1,0.0,1
20.3,8387,0.42,0.93,0
19.7,2469,0.81,0.55,1
9.1,628,0.89,0.93,0
19.0,4775,0.24,0.33,0
15.7,1763,0.57,0.33,1
12.9,3464,0.77,0.4,1
9.9,2441,0.29,0.71,0
10.4,6756,0.41,0.57,0
24.2,5005,0.52,0.93,0
14.0,8984,0.13,0.03,1
17.9,9243,0.03,0.71,0
10.0,6050,0.15,0.33,0
10.1,1460,0.63,0.18,1
19.4,5227,0.07,0.51,0
7.3,5662,0.19,0.51,0
11.9,8830,0.34,0.14,1
14.2,9111,0.08,0.2,1
14.6,5877,0.19,0.41,0
13.1,4025,0.91,0.41,1
16.0,8563,0.02,0.32,0
17.5,8101,0.65,0.15,1
17.7,1128,0.38,0.0,1
9.1,6118,0.67,0.97,0
12.6,1342,0.59,0.94,0
20.0,9433,0.22,0.48,1
18.5,8884,0.85,1.0,0
7.1,7219,0.49,0.67,1
15.8,9897,0.82,0.07,1
4.1,4310,0.41,0.12,1
14.2,6506,0.98,0.92,0
23.5,3477,0.77,0.63,1
9.3,4171,0.97,0.84,1
9.8,1540,0.51,0.9,0
17.8,3726,0.47,0.45,1
6.3,284,0.76,0.05,1
10.8,5096,0.88,0.19,1
17.0,8512,0.96,0.07,1
10.8,8131,0.32,0.19,1
12.8,5663,0.8,0.41,1
17.7,3288,0.21,0.12,1
16.1,9385,0.55,0.17,1
15.3,3045,0.18,0.45,0
12.3,6865,0.35,0.34,1
15.9,2574,0.93,0.47,1
13.4,6887,0.15,0.43,0
16.3,8892,0.63,0.64,0
11.5,9452,0.59,0.94,0
13.1,4699,0.12,0.11,1
9.1,6374,0.33,0.1,1
13.8,4413,0.56,0.85,0
9.9,2318,0.19,0.51,0
8.4,1252,0.8,0.77,1
15.3,156,0.97,0.22,1
15.1,9496,0.21,0.83,0
17.9,243,0.19,0.92,0
11.8,7318,0.45,0.64,1
16.0,8659,0.75,0.11,1
16.8,9774,0.28,0.9,0
16.2,6461,0.02,0.79,0
9.9,715,0.54,0.75,0
14.7,8162,0.96,0.04,1
15.8,6077,0.39,0.8,0
14.0,9880,0.42,0.14,1
3.6,7084,0.97,0.22,1
14.8,8990,0.69,0.58,1
25.1,5071,0.72,0.26,1
12.2,5881,0.56,0.66,1
10.4,1044,0.97,0.61,1
15.9,9214,0.69,0.11,1
15.6,7178,0.9,0.66,1
20.0,1846,0.7,0.92,0
7.7,5883,0.74,0.16,1
17.7,9851,0.29,0.6,0
17.0,7007,0.3,0.34,0
13.3,9375,0.78,0.46,1
15.7,8725,0.3,0.29,1
19.1,3026,0.56,0.35,1
18.4,1189,0.25,0.03,1
8.3,3057,0.82,0.98,0
18.1,2712,0.11,0.62,0
13.7,6147,0.83,0.5,1
14.4,6349,0.6,0.38,1
14.4,3859,0.19,0.54,0
13.2,7818,0.54,0.38,1
20.0,4363,0.28,0.36,0
13.6,2002,0.32,0.46,1
8.4,2667,0.35,0.28,1
12.0,8175,0.06,0.18,0
14.9,3094,0.99,0.56,1
20.1,5329,0.03,0.84,0
17.0,2110,0.66,0.15,1
9.7,7477,0.37,0.03,1
26.4,930,0.65,0.25,1
15.3,148,0.36,0.98,0
20.4,4310,0.67,0.83,0
13.2,1278,0.73,0.6,1
16.7,5868,0.69,0.93,0
18.2,7978,0.11,0.45,0
20.1,170,0.66,0.98,0
19.3,7786,0.28,0.3,1
18.4,7979,0.03,0.24,1
12.4,5555,0.41,0.64,1
11.1,8358,0.43,0.38,1
15.7,5712,0.47,0.63,0
18.7,5869,0.7,0.3,1
12.9,1877,0.31,0.62,0
19.3,7480,0.32,0.28,1
21.3,2328,0.06,0.05,1
9.4,8904,0.69,0.91,1
9.8,9914,0.57,0.88,0
13.3,8988,0.35,0.97,0
15.5,6846,0.71,0.72,0
11.4,6491,0.54,0.68,0
20.8,9529,0.47,0.56,1
16.1,2506,0.51,0.13,1
14.2,8540,0.64,0.19,1
6.8,737,0.66,0.29,1
7.4,8190,0.29,0.89,0
15.4,1049,0.14,0.17,1
3.3,3687,0.16,0.92,0
19.1,1211,0.64,0.52,1
13.2,8467,0.87,0.72,1
30.2,822,0.41,0.11,1
25.5,3942,0.17,0.27,0
13.1,3774,0.76,0.96,0
13.5,4966,0.83,0.27,1
19.0,802,0.88,0.3,1
22.5,2228,0.61,0.2,1
5.8,9218,0.86,0.13,1
5.1,4333,0.02,0.23,0
10.9,2617,0.11,0.64,0
16.9,1249,0.09,0.46,0
16.5,1978,0.71,0.55,1
19.3,9545,0.07,0.12,0
8.0,9775,0.5,0.8,0
2.4,409,0.47,0.78,0
18.3,4052,0.31,0.02,1
9.9,7828,0.87,0.38,1
3.9,3149,0.17,0.07,1
14.7,5866,0.35,0.79,0
18.0,9856,0.77,0.74,1
13.4,9792,0.03,0.9,0
11.7,6512,0.67,0.24,0
13.2,4965,0.82,0.46,1
12.1,115,0.93,0.18,1
7.3,705,0.88,0.37,1
10.4,9673,0.32,0.52,0
16.6,5008,0.59,0.05,1
15.6,8106,0.08,0.71,0
14.8,9186,0.26,0.54,0
9.0,9859,0.09,0.83,0
13.1,6512,0.32,0.27,1
3.1,8705,0.88,0.9,0
14.9,4220,0.35,1.0,0
21.1,8607,0.56,0.92,0
6.6,4766,0.43,0.78,0
11.1,4920,0.46,0.81,0
15.6,7935,0.97,0.57,0
20.3,1949,0.3,0.19,1
11.8,2053,0.63,0.68,0
10.5,8680,0.42,0.71,0
4.2,2869,0.06,0.99,0
14.5,3146,0.49,0.54,1
24.2,7694,0.81,0.27,1
15.4,6940,0.1,0.68,0
13.9,5166,0.07,0.98,0
15.6,2515,0.15,0.18,0
13.9,2489,0.76,0.33,1
9.9,6024,0.72,0.54,1
18.1,8595,0.57,0.17,1
15.1,863,0.47,0.02,1
14.1,7641,0.89,0.34,1
9.1,915,0.77,0.87,1
20.5,6355,0.81,0.04,1
17.3,977,0.81,0.43,1
11.2,7273,0.64,0.76,0
19.0,7173,0.46,0.95,0
11.5,4898,0.86,0.99,0
10.1,7089,0.93,0.42,1
10.2,5139,0.02,0.95,0
5.1,9871,0.05,0.04,1
16.4,6424,0.96,0.75,0
4.8,9495,0.28,0.64,0
7.9,2923,0.87,0.25,1
3.6,5387,0.39,0.51,1
13.6,3385,0.12,0.13,0
13.2,7533,0.08,0.87,0
12.4,6274,0.16,0.36,0
8.8,4926,0.25,0.63,0
8.1,3764,0.49,0.16,1
16.3,597,0.7,0.21,1
11.2,7741,0.99,0.99,0
15.6,4743,0.44,0.75,0
9.6,5156,0.52,0.96,0
14.9,231,0.52,0.3,1
20.5,5543,0.54,0.16,1
16.9,957,0.52,0.5,0
11.9,8812,0.01,0.49,0
15.3,8321,0.0,0.17,1
12.8,6247,0.1,0.73,0
14.0,4704,0.1,0.36,0
12.4,9552,0.7,0.19,1
13.2,1658,0.2,0.33,1
15.1,115,0.89,0.56,0
9.0,3705,0.93,0.73,1
8.9,1707,0.98,0.48,1
7.1,6035,0.94,0.53,1
6.0,2116,0.27,0.14,1
7.9,3674,0.51,0.91,0
14.8,7374,0.18,0.93,0
9.5,3891,0.81,0.68,0
16.6,6506,0.89,0.02,1
14.2,1188,0.85,0.54,0
4.2,1461,0.43,0.63,0
17.3,4573,0.76,0.99,0
18.1,5394,0.1,1.0,0
9.0,7206,0.04,0.86,0
16.1,7419,0.75,0.06,1
9.7,8767,0.43,0.95,0
14.5,9581,1.0,0.61,1
7.7,8620,0.1,0.8,0
5.0,1286,0.86,0.41,1
12.1,3514,0.48,0.32,1
13.4,5586,0.83,0.46,1
12.0,3636,0.82,0.15,1
8.1,1873,0.92,0.36,1
12.0,5515,0.3,0.86,0
15.3,2658,0.95,0.04,1
13.8,6007,0.15,0.15,1
14.9,5179,0.08,0.13,1
10.6,9554,0.43,0.4,0
19.9,6824,0.83,1.0,0
8.1,5520,0.47,0.17,1
16.4,3391,0.83,0.15,1
19.9,9310,0.73,0.92,1
16.4,3624,0.21,0.88,0
13.0,3604,0.95,0.03,1
11.4,9098,0.06,0.75,0
19.2,6089,0.9,0.66,1
6.9,2766,0.3,0.77,0
9.1,8696,0.5,0.49,0
12.0,7240,0.42,0.99,0
20.2,8885,0.17,0.04,1
15.9,6995,0.36,0.23,1
9.2,4207,0.19,0.4,0
12.4,3380,0.2,0.45,0
10.9,2312,0.19,0.92,0
10.5,8178,0.49,0.56,0
18.9,9834,0.8,0.05,1
7.1,7701,0.57,0.41,1
22.0,713,0.89,0.42,1
18.1,968,0.64,0.97,0
19.5,911,0.69,0.6,0
11.7,4962,0.67,0.64,0
13.3,4277,0.45,0.71,0
6.8,1844,0.69,0.77,1
11.4,2356,0.07,0.64,0
16.5,7712,0.86,0.24,1
20.5,8813,0.78,0.87,1
8.5,7296,0.25,0.73,0
12.2,5523,0.77,0.74,1
13.2,5189,0.01,1.0,0
7.0,6708,0.22,0.8,0
17.0,9817,0.07,0.83,0
10.4,1569,0.78,0.95,0
13.0,2775,0.76,0.15,1
11.7,1613,0.81,0.5,1
10.1,4976,0.0,0.58,0
14.0,1551,0.5,0.33,1
12.9,4754,0.7,0.84,0
12.1,3107,0.16,0.76,0
10.4,3224,0.65,0.72,0
15.6,1853,0.08,1.0,0
22.3,1712,0.18,0.26,1
14.7,3375,0.48,0.74,0
19.0,8847,0.65,0.55,0
7.0,2149,0.15,0.31,0
14.8,924,0.19,0.16,1
8.5,3130,0.2,0.9,0
6.6,1181,0.24,0.6,0
10.3,5399,0.23,0.82,0
20.0,592,0.4,0.55,0
18.8,4864,0.65,0.22,1
15.2,7302,0.44,0.34,1
6.3,8366,0.78,0.38,1
13.0,3460,0.72,0.97,0
15.5,8662,0.13,0.01,1
14.9,4782,0.05,0.99,0
4.8,428,0.88,0.98,1
9.5,9068,0.08,1.0,0
13.7,4774,0.15,0.48,0
16.7,4416,0.02,0.96,0
3.0,9479,0.63,0.4,1
13.2,9795,0.58,0.03,1
14.7,5903,0.99,0.22,1
18.2,3425,0.89,0.95,0
17.5,8479,0.41,0.01,1
16.9,1314,0.37,0.55,1
10.0,7656,0.3,0.08,1
4.5,9401,0.15,0.29,1
12.0,8822,0.14,0.09,1
19.0,9362,0.13,0.86,0
21.0,3236,0.11,0.59,0
17.6,9254,0.24,0.9,0
16.1,6718,0.31,0.69,0
15.9,5365,0.96,0.97,0
11.2,7189,0.58,0.51,0
13.3,8065,0.99,0.64,0
22.3,9697,0.37,0.58,0
9.3,8808,0.46,0.48,1
22.1,6669,0.32,0.85,0
12.4,1591,0.18,0.64,0
20.6,5313,0.14,0.8,0
7.0,4328,0.95,0.79,0
16.9,7608,0.99,0.19,1
10.3,4509,0.04,0.65,0
6.9,690,0.15,0.2,1
15.1,7479,0.42,0.58,0
19.0,9835,0.19,0.68,0
9.8,3156,0.36,1.0,0
6.5,2306,0.13,0.03,1
13.5,2808,0.46,0.09,1
13.6,6081,0.27,0.08,1
16.7,5822,0.35,0.4,1
18.7,847,0.09,0.82,0
13.7,9092,0.43,0.84,0
23.3,6653,0.98,0.74,1
15.1,1597,0.33,0.9,0
12.3,1479,0.88,0.32,1
5.9,8971,0.84,0.09,1
12.7,7460,0.95,0.06,1
12.3,3870,0.79,0.85,0
18.8,3442,0.66,0.73,0
16.3,9188,0.86,0.7,0
8.1,1646,0.08,0.34,0
14.9,3226,0.46,0.38,1
17.4,5989,0.99,0.96,0
21.6,6308,0.77,0.06,1
18.4,8975,0.96,0.77,1
17.8,1395,0.78,0.31,1
14.3,1485,0.87,0.04,1
15.9,1042,0.71,0.74,0
20.2,3380,0.76,0.33,1
7.3,1133,0.52,0.72,0
12.3,2886,0.92,0.71,1
10.1,2333,0.83,0.53,1
15.9,1720,0.84,0.78,1
20.2,3635,0.67,0.58,1
11.0,3305,0.3,0.29,1
2.0,2982,0.04,0.73,0
11.9,270,0.94,0.59,1
18.6,8240,0.59,0.01,1
16.7,9845,0.3,0.9,0
16.1,3997,0.15,0.55,0
12.6,9887,0.83,0.87,0
7.6,9915,0.84,0.88,0
16.6,4222,0.81,0.44,1
9.8,5209,0.65,0.51,1
24.9,9383,0.37,0.42,1
16.9,2937,0.3,0.45,0
11.1,8699,0.01,0.9,0
10.9,5328,0.83,0.79,1
13.5,4269,0.09,0.13,1
12.8,6821,0.63,0.61,0
19.6,779,0.5,1.0,0
14.9,7529,0.53,0.6,1
10.3,5587,0.93,0.79,1
23.5,336,0.03,0.77,0
14.2,6904,0.77,0.35,1
17.8,2523,0.05,0.37,0
11.0,1132,0.04,0.72,0
15.8,6439,0.43,0.5,0
15.6,3040,0.06,0.57,0
4.6,5509,0.79,0.71,1
24.1,3232,0.53,0.78,1
20.5,7180,0.03,0.27,0
12.0,5042,0.04,0.15,0
8.5,7061,0.61,0.29,1
15.7,7830,0.81,0.51,1
14.4,733,0.44,0.34,1
15.8,6922,0.55,0.57,0
15.0,4203,0.8,0.05,1
16.5,9684,0.61,0.51,0
21.2,6587,0.22,0.37,1
16.8,3546,0.61,0.53,1
8.8,5838,0.63,0.42,1
20.8,3198,0.73,0.28,1
22.2,8197,0.62,0.9,0
29.8,5576,0.97,0.18,1
8.4,8353,0.2,0.68,0
15.2,5281,0.95,0.92,0
3.6,1917,0.54,0.54,0
16.8,8924,0.67,0.88,0
11.3,4987,0.1,0.12,1
23.6,2698,0.38,0.49,0
10.1,9592,0.77,0.46,1
5.6,2753,0.71,0.01,1
11.6,1554,0.04,0.44,0
4.1,1238,0.55,0.37,1
17.8,5907,0.09,0.67,0
3.7,3292,1.0,0.94,0
14.1,6216,0.9,0.09,1
3.6,3859,0.02,0.33,0
12.4,3129,0.86,0.44,1
22.2,9652,0.92,0.46,1
15.8,5195,0.35,0.77,0
9.7,163,0.72,0.44,1
13.8,1445,0.44,0.03,1
14.1,1074,0.66,0.71,0
16.4,4261,0.34,0.88,0
7.2,6062,0.32,0.51,0
17.0,9914,0.42,0.58,0
0.5,8749,0.15,0.16,1
10.9,6696,0.83,0.22,1
11.6,3430,0.35,0.24,1
17.2,1840,0.4,0.43,1
14.1,6155,0.89,0.93,1
7.0,6421,0.5,0.52,0
9.1,2054,0.54,0.19,1
15.0,379,0.96,0.27,1
13.6,2491,0.89,0.38,1
11.1,9332,0.17,0.62,0
11.6,6539,0.47,0.44,0
17.5,1061,0.97,0.39,1
11.4,6927,0.37,0.56,0
13.6,1317,0.37,0.24,1
24.8,8666,0.2,0.08,1
6.9,6107,0.11,0.02,1
4.7,4230,0.74,0.25,1
17.9,1492,0.77,0.09,1
10.6,2176,0.97,0.34,1
12.4,9066,0.77,0.77,0
10.1,4416,0.24,0.72,0
12.7,6296,0.04,0.61,0
22.0,4689,0.99,0.85,1
18.0,8242,0.34,0.28,1
18.3,6360,0.31,0.89,0
6.9,8571,0.91,0.4,1
8.2,7997,0.59,0.4,1
-0.2,4941,0.21,0.41,0
10.0,7261,0.89,0.1,1
18.8,9766,0.99,0.98,0
16.6,1159,0.09,0.14,1
12.9,2022,0.86,0.34,1
13.9,6201,0.39,0.32,1
10.6,4692,0.52,0.07,1
15.0,6449,0.91,0.15,1
17.8,2573,0.97,0.04,1
5.9,8208,0.26,0.29,1
15.5,8196,0.21,0.87,0
18.7,6848,0.08,0.34,0
11.9,4649,0.56,0.12,1
17.5,694,0.01,0.65,0
28.1,5552,0.41,1.0,0
13.5,606,0.07,0.23,0
16.0,4989,0.41,0.28,1
10.3,7737,0.04,0.97,0
14.9,8312,0.84,0.18,1
16.3,1499,0.21,0.51,0
15.0,3301,0.33,0.24,1
8.9,7954,0.87,0.93,0
15.0,6863,0.75,0.98,0
21.3,8062,0.22,0.81,0
16.2,5290,0.07,0.31,1
18.8,5781,0.72,0.4,1
12.8,3778,0.39,0.24,1
17.7,436,0.77,0.89,0
15.4,1767,0.45,0.91,0
9.2,1009,0.35,0.42,1
15.6,8567,0.45,0.66,0
9.0,9183,0.75,0.17,1
10.8,8304,0.9,0.43,1
14.9,5222,0.05,0.63,0
15.5,8253,0.52,0.39,1
8.1,1073,0.03,0.36,0
19.3,4370,0.47,0.0,1
16.9,1508,0.89,0.8,1
10.5,2388,0.36,0.89,0
6.3,8838,0.93,0.97,0
13.3,1318,0.63,0.72,0
11.8,1520,0.93,0.55,1
14.6,9746,0.76,0.27,1
12.2,3477,0.1,1.0,0
4.0,7601,0.23,0.59,0
12.1,4198,0.39,0.68,1
12.5,2838,0.17,0.68,0
17.2,7719,0.49,0.85,0
10.5,1942,0.47,0.01,1
22.4,9038,0.96,0.22,1
4.4,2916,0.43,0.67,0
20.6,9163,0.79,0.9,0
12.9,594,0.94,0.69,1
18.3,6660,0.88,0.41,1
14.4,5610,0.21,0.36,1
19.7,3544,0.5,0.74,0
12.1,9367,0.35,0.74,0
8.5,7643,0.4,0.61,0
21.1,7662,0.36,0.29,0
13.4,4094,0.83,0.93,0
15.1,7353,0.45,0.55,0
20.2,145,0.52,0.79,0
8.8,2157,0.98,0.21,1
17.0,763,0.06,0.34,0
11.1,4768,0.49,0.87,0
13.3,2129,0.77,0.05,1
14.4,5817,0.15,0.51,0
6.5,2796,0.61,0.48,1
10.1,8931,0.24,0.75,0
20.8,2763,0.87,0.28,1
18.4,2845,0.33,0.22,1
13.7,5104,0.33,0.93,0
15.2,6421,0.6,0.57,0
12.5,5225,0.18,0.1,1
20.8,5048,0.28,0.19,1
13.0,4502,0.42,1.0,0
15.2,3527,0.35,0.2,1
19.7,6012,0.52,0.61,0
10.1,494,0.6,0.42,1
21.8,3697,0.57,0.89,0
6.3,429,0.65,0.76,0
22.1,872,0.31,0.6,0
12.1,8235,0.13,0.01,1
12.8,1745,0.76,0.88,0
4.5,1887,0.85,0.44,0
11.7,9915,0.26,0.93,0
8.8,1099,0.41,0.5,0
11.0,1948,0.5,0.69,0
13.3,1661,0.53,0.07,1
18.8,873,0.66,0.75,0
15.0,7411,0.04,0.34,0
15.5,5279,0.72,0.35,1
8.5,1903,0.06,0.12,1
9.6,9390,0.47,0.15,1
23.0,2150,0.83,0.19,1
10.3,9890,0.45,0.33,1
